NAME:,run2,,
29.732,-2.94,0.24,-1.22
29.776,-2.12,1.37,0.82
29.819,1.06,2.94,8.55
29.865,-20.01,20.01,-0.24
29.91,-7.77,11.89,4.43
29.956,-14.32,16.08,6.83
30.002,-13.38,13.85,2.67
30.046,-4.04,9.02,2
30.089,1.96,0.35,-3.45718104
30.402,-16.24,13.69,5.77718417
30.581,1.06,-3.14,-0.86
30.627,-2.67,-1.26,-2.16
30.67,0.39,0.63,1.37
30.713,-0.75,0.51,2.51
30.759,-19.81,6.32,19.77
30.806,-11.89,11.69,12.16
30.852,-12.71,14.75,8.43
30.898,-14.04,13.34,3.18
30.943,-4.28,10.98,3.84
30.986,2.86,2.08,-0.08
31.031,0.9,-4.43,-3.1
31.076,1.88,-0.63,-0.04
31.12,-5.02,2.16,0.31
31.164,1.96,-0.55,-1.37
31.211,-20.01,-8.08,17.38
31.257,-6.16,20.01,16.67
31.303,-12.63,9.89,-0.55
31.349,-12.43,15.14,6.28
31.395,-11.3,10.08,3.14
31.439,-4.63,1.33,-1.22
31.484,3.26,-0.86,-1.65
31.53,-2.47,-0.35,-2.16
31.573,1.61,1.26,1.57
31.619,-3.73,-1.1,-2.47
31.662,0.86,3.65,16.79
31.709,-20.01,19.77,-5.53
31.754,-5.96,11.02,9.38
31.8,-16.55,15.81,2.98
31.845,-9.49,12.75,3.8
31.888,-3.14,6.51,1.1
31.933,0.35,-0.12,-1.96
31.978,0.04,-3.73,-4.12
32.022,-0.43,0.35,1.37
32.067,-3.84,2,-0.78
32.112,-9.14,-0.43,-0.2
32.156,0.31,13.77,6.67
32.203,-20.01,14.63,17.38
32.248,-16.59,9.41,4.86
32.294,-12.2,15.3,7.57
32.337,-9.73,9.57,2.16
32.382,-4.63,2.55,-0.94
32.427,1.8,-1.02,-1.61
32.472,0.12,-1.69,-2.04
32.515,-0.2,0.55,1.88
32.56,-2.82,0.35,-1.92
32.605,-1.65,4.9,20.01
32.651,-20.01,17.73,4.39
32.696,-8.67,10.12,7.06
32.742,-15.69,14.36,4.94
32.787,-11.89,11.65,2.39
32.831,-3.53,5.92,0.67
32.875,0.55,0.12,-2.31
32.92,0.47,-1.61,-2.86
32.963,-2.28,0.94,0.2
33.009,-2.39,-0.98,-0.51
33.054,-2.82,4,-2.51
33.099,-3.33,14.16,2.12
33.146,-20.01,20.01,20.01
33.19,-16.99,8.12,4.82
33.236,-12,16.95,9.06
33.28,-7.37,5.22,0.9
33.325,-2.9,3.33,-1.53
33.371,-0.35,-0.78,-3.45
33.417,-1.06,-1.33,-1.69
33.46,-0.24,0.39,0.35
33.506,-2.55,-0.35,-0.39
33.553,-12.91,10.79,20.01
33.599,-20.01,15.81,2.39
33.644,-1.61,11.38,7.49
33.689,-17.53,16.28,3.1
33.734,-8.32,12.4,2.79
33.778,-2.63,6.04,1.41
33.823,0.86,-1.06,-2.71
33.868,0.55,-3.02,-3.96
33.911,-2.39,1.22,2.12
33.956,-0.16,1.41,-0.75
34.003,-20.01,-4.94,10.71
34.049,-3.53,20.01,18.16
34.095,-14.47,6.98,-1.65
34.14,-14.95,16.99,6.16
34.185,-7.92,11.49,5.14
34.23,-6.04,4.94,-0.47
34.275,-0.04,0.2,-2.59
34.32,3.02,-1.69,-2.04
34.364,-1.73,0.24,-1.26
34.408,-0.55,0.47,0.43
34.453,-2.86,-0.63,1.37
34.499,-20.01,8.75,20.01
34.545,-20.01,7.3,19.38
34.589,-9.53,13.49,8.12
34.635,-15.85,15.77,4.79
34.68,-8.63,12.71,3.02
34.725,-3.69,4.31,-0.04
34.77,0.71,-0.75,-3.02
34.814,0.31,-2.75,-3.49
34.858,-1.49,0.98,0.75
34.903,-2.79,0.63,-0.24
34.949,-15.69,-2.28,3.02
34.995,-4.9,20.01,14.2
35.04,-13.61,9.77,-2
35.086,-14.63,17.57,6.32
35.132,-10.16,13.77,5.61
35.176,-6,4.2,0.12
35.221,-0.12,1.53,-1.73
35.265,1.65,-1.84,-1.92
35.311,-1.77,-0.67,-2.55
35.355,-0.9,0.08,0.47
35.401,-3.14,-0.27,-3.88
35.446,-8.9,6.9,20.01
35.492,-20.01,11.45,8.9
35.536,-0.82,11.65,7.1
35.582,-18.48,16.71,4.43
35.627,-6.51,11.81,3.30723641
35.899,-20.01,-4.43,12.32723914
36.082,-9.65,12.4,6
36.127,-4.28,2.79,-0.59
36.172,1.37,-0.51,-2.63
36.217,1.37,-0.86,-1.92
36.259,0.2,0.08,1.02
36.305,-2.28,-1.57,-0.16
36.348,1.61,5.02,8.75
36.395,-20.01,16.67,19.5
36.442,-12,13.89,17.81
36.487,-14.08,12.43,8.36
36.533,-11.96,13.89,4.31
36.577,-5.92,6.79,1.96
36.621,1.26,0.24,-3.1
36.665,0.39,-2.82,-3.18
36.708,0.55,0.27,1.18
36.753,-3.73,0.9,-0.51
36.797,0.82,3.3,-2.55
36.844,-20.01,-1.77,19.38
36.89,-19.38,19.34,19.73
36.935,-17.69,7.06,2.9
36.981,-13.53,15.85,7.85
37.026,-9.57,10.2,1.77
37.071,-4.24,2.39,-1.61
37.114,1.45,1.02,-0.9
37.159,0,-1.8,-1.8
37.203,0.47,-0.31,1.18
37.249,-3.49,-0.47,-1.29
37.292,0.71,4.79,2.55
37.337,-20.01,7.57,20.01
37.384,-17.97,12.12,16
37.429,-9.49,12.2,8.51
37.475,-16.36,16.2,2.24
37.519,-6.16,8.16,1.33
37.563,-0.35,1.65,-1.14
37.608,0.2,-3.22,-3.22
37.653,-1.18,-0.67,0.08
37.698,-2.67,0.24,-0.04
37.743,-1.65,3.73,-1.65
37.788,-15.93,7.14,15.53
37.835,-20.01,13.38,14.47
37.881,-17.18,13.1,6.94
37.927,-11.77,15.34,8.28
37.971,-7.81,9.41,1.53
38.015,-4.04,1.69,-1.45
38.059,1.92,0,-3.45
38.105,-1.53,-0.47,-1.73
38.15,-0.94,1.14,-0.98
38.196,-2.39,-1.88,-0.31
38.238,0.59,4.16,9.22
38.285,-20.01,19.65,19.81
38.332,-10.9,12.08,11.45
38.378,-11.14,11.61,7.18
38.424,-12.47,12.94,4.2
38.468,-2.75,5.77,0.63
38.512,-0.08,0.35,-3.45
38.558,-0.24,-1.1,-3.57
38.602,-1.61,0.35,1.29
38.647,-1.77,0.63,-1.29
38.692,-14.24,2.94,0.31
38.736,-3.1,16,4.86
38.781,-17.73,9.41,4.47
38.827,-14.36,14.79,5.57
38.873,-11.69,14.63,6.43
38.917,-8.36,8.24,2.71
38.961,-3.06,3.65,-1.18
39.007,-0.12,-0.59,-1.41
39.052,0.16,-1.53,-2.71
39.097,-1.92,0.63,-0.55
39.143,-2,-0.55,-1.29
39.187,-0.55,5.33,15.93
39.234,-20.01,20.01,-8.67
39.279,-6.35,10.51,7.81
39.325,-16.67,15.46,4.67
39.371,-11.81,11.89,3.02
39.414,-3.69,8.12,1.22
39.459,2.35,-0.27,-1.84
39.505,-0.55,-2.39,-3.06
39.549,-0.55,2.47,1.33
39.595,-2.71,-0.39,-0.78
39.639,-1.77,4.08,-1.57
39.685,-10.24,7.96,-3.41
39.732,-20.01,15.93,15.34
39.778,-14.95,10.51,6.63
39.825,-12.24,16.4,10.12
39.87,-10.16,9.14,0.27
39.914,-4.82,3.53,-0.43
39.958,0.94,1.45,-1.22
40.004,-1.49,-1.22,-1.69
40.049,-0.39,-1.22,0.2
40.095,-2.35,-0.24,-0.63
40.138,-1.06,2.82,2.55
40.183,-16.75,8.08,6.12
40.23,-14.32,12.32,16.67
40.276,-11.92,13.1,7.41
40.322,-14.75,13.3,4
40.366,-6.35,10.87,2.67
40.41,0.9,2.47,-0.55
40.455,1.02,-2.67,-5.49
40.5,-0.86,-0.08,0.75
40.545,-3.41,1.18,-0.63
40.59,-15.85,-4.55,5.26
40.635,-4.67,20.01,6.67
40.681,-14.83,3.8,-1.06
40.727,-15.73,20.01,9.53
40.773,-10.16,14.28,4.08
40.816,-8.75,7.1,1.65
40.861,-5.06,0.47,-1.49
40.906,4.28,-2.28,-1.29
40.952,-0.94,-2.51,-2.12
40.997,-2.35,2.9,-0.71
41.041,-0.43,-1.84,1.49
41.085,6.71,4.79,20.01729102
41.577,-13.3,6.35,1.29
41.624,-13.77,20.01,20.01
41.669,-18.36,5.88,1.33
41.714,-10.04,16.71,8.04
41.759,-8.87,10.08,1.53
41.804,-8.67,4.9,-0.94
41.849,1.18,-0.04,-2
41.894,2.43,-2.35,-1.26
41.939,-1.73,-0.2,-0.08
41.983,-2.16,0.31,0.12
42.027,-1.77,3.33,2.59
42.073,-20.01,1.02,20.01
42.119,-20.01,8.98,12.91
42.163,-5.88,12.67,7.85
42.209,-18.2,19.38,4
42.254,-5.06,10.47,1.49
42.299,-2.55,1.88,-2.08
42.344,0.43,-4.24,-3.92
42.388,1.1,-2.98,-0.67
42.433,-4.55,3.3,-0.82
42.478,-3.45,-1.69,0.67
42.522,-3.61,4.75,4.67
42.568,-19.06,20.01,6.04
42.613,-20.01,11.22,3.53
42.658,-9.34,11.92,7.1
42.704,-12.51,11.38,3.77
42.749,-1.84,4,-0.08
42.793,0.27,3.88,-0.24
42.837,-1.22,0.08,-0.78
42.883,-2.59,-1.65,-2.47
42.928,-2.04,-0.04,0.24
42.973,-0.2,0.24,-1.92
43.019,-15.61,0.51,15.61
43.065,-20.01,18.95,-3.14
43.109,-6.9,7.41,3.73
43.155,-15.18,18.99,5.84
43.201,-12.47,16.28,2.59
43.245,-8.9,9.96,0.82
43.289,-5.53,4.79,-0.98
43.334,-1.33,0.94,-0.75
43.38,-1.06,-2.75,-2.86
43.425,-0.63,-1.45,0.47
43.469,-5.96,2.47,0
43.515,-20.01,-7.18,10.04
43.562,-17.57,13.69,20.01
43.607,-18.04,5.06,1.41
43.653,-11.18,14.98,8.71
43.699,-11.14,13.89,5.22
43.745,-10.4,10.55,2.79
43.788,-6.28,8,1.88
43.833,-1.49,2.31,-1.37
43.878,-0.71,0.31,-2.71
43.924,-3.02,-1.26,-1.06
43.97,-0.78,-2.2,-0.16
44.014,-2.16,-2.16,0.78
44.06,-14.63,9.81,19.1
44.107,-14.44,13.06,14.67
44.153,-13.65,11.85,5.26
44.199,-15.49,16.79,4.28
44.244,-9.22,11.1,1.45
44.287,-6.39,8.43,0.98
44.332,-1.29,3.02,-1.22
44.378,-1.45,-0.55,-3.49
44.424,-0.9,-1.49,-0.59
44.469,-1.26,1.73,-2.08
44.514,-19.85,-6.83,7.49
44.558,0.08,17.34,0.94
44.604,-15.14,5.96,-0.94
44.65,-13.69,17.02,6.79
44.696,-11.61,15.14,6.47
44.74,-10.16,9.18,2.55
44.784,-6.35,7.53,2.28
44.829,-2.47,1.77,-1.57
44.873,1.02,0,-1.22
44.919,-3.96,-0.86,-2.28
44.964,-0.78,-0.2,-0.9
45.009,-1.45,-0.47,3.8
45.055,-14.2,5.14,19.89
45.102,-19.85,14.04,10.83
45.147,-9.41,12.87,8.63
45.193,-15.85,15.26,2.28
45.238,-10.67,10.16,1.49
45.282,-2.94,4.9,0.16
45.327,-1.45,0.08,-2.51
45.373,-1.45,-1.45,-2.67
45.418,-1.65,1.37,-0.55
45.462,-3.77,0.24,-0.86
45.505,0,7.06,6.43
45.551,-16.59,9.06,15.65
45.596,-18.24,8.75,8.63
45.643,-14.67,18.87,10.16
45.688,-13.57,11.49,2.71
45.732,-7.37,8.75,4.2
45.777,-4.16,4.31,-0.24
45.822,1.65,-1.06,-1.84
45.868,-1.26,-0.98,-0.78
45.912,-1.22,0.67,-1.02
45.958,-0.43,-0.78,-0.67
46.005,-15.93,-0.43,19.85
46.051,-20.01,9.02,16.51
46.096,-9.1,12.36,8.32
46.141,-18.01,16.12,2.82
46.186,-9.89,13.02,4.16
46.23,-6.59,8.9,2.51
46.275,-2.82,3.45,-0.12
46.321,-1.14,-0.75,-3.06
46.366,-1.37,-0.43,-1.88
46.411,-2.82,1.29,-1.18
46.455,-1.41,0.94,0.2
46.5,1.53,11.1,-0.24
46.546,-19.5,7.77,15.89
46.591,-14.59,11.92,5.69734606
46.862,-2.75,-0.67,-0.51734876
47.046,-20.01,11.53,14.47
47.091,-11.1,15.49,9.26
47.137,-17.02,16.04,2.98
47.182,-8.08,11.02,3.26
47.227,-3.33,4.63,-0.27
47.273,-0.2,-1.8,-2.67
47.319,-0.67,-1.33,-1.1
47.362,-1.69,3.14,1.49
47.407,-1.1,0.98,-2.04
47.454,-20.01,-5.73,19.14
47.5,-9.73,20.01,15.97
47.545,-15.81,8.47,5.26
47.59,-12.94,16.79,7.26
47.635,-9.1,11.89,1.1
47.679,-7.37,7.49,2.08
47.724,-1.26,1.26,-2.39
47.769,0.78,-1.73,-1.18
47.814,-2.43,-1.18,-2.39
47.857,0.12,0.27,0.27
47.902,-0.55,-0.51,1.22
47.947,-7.22,3.53,20.01
47.993,-19.73,9.61,16.91
48.036,-6.83,9.92,5.41
48.082,-14.63,13.61,3.65
48.127,-8.87,14.04,3.73
48.172,-4.63,4.82,-1.37
48.216,-1.96,0.98,-1.29
48.262,-1.02,-0.86,-1.29
48.307,-1.02,0.75,-0.04
48.352,-1.53,2.75,-0.51
48.397,-11.89,2.75,8.2
48.444,-13.65,16.24,14.75
48.488,-17.34,9.45,7.53
48.534,-13.49,16.48,7.53
48.58,-13.49,12.63,1.77
48.624,-7.3,9.14,0.71
48.669,-1.77,3.65,-0.04
48.713,1.41,-2.51,-2.2
48.759,-1.92,-0.71,-1.88
48.804,-0.39,0.9,-0.71
48.848,0.12,-3.18,0.9
48.891,8.43,2.55,20.01
48.939,-20.01,20.01,-10.94
48.983,-4.08,9.65,3.92
49.029,-16.04,13.22,4.2
49.075,-10.12,11.34,3.84
49.119,-4.82,9.22,1.33
49.163,-2.31,3.61,-2.39
49.208,-1.41,1.45,-2.67
49.252,-0.63,0.27,0
49.298,-1.61,-0.35,-0.9
49.343,-10.79,0.12,2.86
49.386,0.35,10.55,4.28
49.431,-11.38,8.51,1.49
49.477,-13.1,12.71,3.49
49.523,-13.93,12.55,5.02
49.569,-11.53,12.08,1.45
49.612,-5.22,8.71,2.31
49.657,-1.37,2.82,-1.57
49.702,-0.08,0.67,-0.55
49.748,-1.57,-1.33,-0.98
49.791,0.08,0.67,-1.22
49.835,1.29,2.2,12.16
49.883,-13.3,20.01,-20.01
49.928,-4,12.2,7.96
49.974,-15.65,14.36,7.06
50.02,-10.28,12.71,4.28
50.064,-7.34,11.38,3.92
50.109,-2.43,1.92,-2.86
50.154,0.24,-0.24,-3.02
50.199,-0.35,1.49,-1.65
50.244,-2.47,1.02,-1.29
50.288,-1.53,1.69,-0.75
50.332,1.84,7.49,-1.18
50.379,-15.69,10.67,20.01
50.425,-16,12.91,6.75
50.471,-12.98,17.65,9.81
50.515,-13.06,9.85,1.77
50.56,-7.96,10.63,2.39
50.605,-3.57,2.51,-1.57
50.65,1.57,-1.65,-1.96
50.696,-1.69,-1.26,-0.63
50.74,-0.86,1.57,-1.26
50.785,-0.24,-0.27,0.94
50.831,-11.92,3.57,20.01
50.877,-20.01,8.71,20.01
50.922,-9.41,11.96,8.2
50.968,-16.79,13.49,6.28
51.012,-8.51,14.32,4.71
51.057,-6.43,8.83,-0.12
51.102,-1.1,0.94,-2.39
51.148,-1.14,-1.14,-2.39
51.191,-0.71,0.94,0.59
51.236,-2,0.82,-1.65
51.282,-15.69,-3.14,2.71
51.327,-7.02,20.01,6.98
51.372,-11.1,6.98,1.02
51.418,-16.91,19.5,7.45
51.463,-12.79,12.63,4.28
51.507,-8.36,8.67,1.1
51.552,-3.65,3.22,-1.22
51.597,2.79,-0.43,-2.51
51.643,-0.86,-0.08,-2.28
51.687,-2.43,1.84,-1.02
51.731,0.2,-1.73,1.1
51.775,2.04,1.8,13.14
51.823,-19.73,20.01,-20.01
51.866,-1.49,8.75,6.24
51.912,-18.99,14.95,8.24
51.958,-11.73,11.81,5.02
52.003,-8.28,13.89,4.47
52.047,-4.31,5.37,0.2
52.093,-1.06,-0.63,-1.73740106
52.498,-10.79,10.67,0.4374051
52.587,-0.08,-0.39,-3.41
52.632,1.14,-1.49,-1.1
52.678,-1.41,-0.55,-0.51
52.722,-0.9,0.31,0.55
52.765,0.55,3.06,10.83
52.812,-20.01,16.87,-9.06
52.857,-6.47,14.63,4.47
52.903,-16.79,14.51,7.22
52.949,-12.75,12.59,4.51
52.994,-7.77,12.71,3.77
53.038,-1.45,3.53,-0.82
53.084,-0.63,-1.65,-2.51
53.129,0.35,-0.43,-0.24
53.174,-2.9,2.16,-0.31
53.22,-2.71,-0.35,-0.71
53.262,2.98,6.98,2.39
53.309,-20.01,11.26,18.36
53.355,-19.38,17.22,5.22
53.401,-14.16,11.92,6.2
53.445,-8.04,8.75,1.84
53.489,-3.69,2.51,-1.57
53.534,3.33,-0.71,-1.88
53.579,-1.57,0.04,-1.84
53.624,-1.14,2.55,-2
53.668,0.67,-1.84,2.55
53.712,-7.18,5.81,19.77
53.758,-20.01,7.1,16
53.803,-8.98,14.36,9.61
53.849,-17.89,15.46,4.9
53.894,-8.67,14.24,4.24
53.937,-5.18,7.22,2.75
53.982,1.53,-2.63,-3.8
54.027,0.51,-1.77,-2.35
54.07,0.08,4.98,0.59
54.114,-1.8,0.9,-1.69
54.16,-16.83,-5.92,5.18
54.206,-7.06,20.01,13.06
54.253,-17.14,12.08,-3.37
54.299,-14.95,19.46,5.81
54.345,-13.02,11.57,4.94
54.388,-7.14,6.86,1.77
54.433,-0.08,0.78,-1.57
54.478,2.86,-2.79,-1.33
54.524,-1.92,-0.24,-0.67
54.568,-1.45,1.96,0.78
54.61,1.45,0.51,3.69
54.655,-20.01,3.61,9.77
54.702,-11.57,11.73,19.81
54.748,-16.4,14.63,9.34
54.794,-13.02,11.96,4.82
54.838,-7.41,11.1,3.65
54.882,0.75,1.69,-0.43
54.927,0.71,-2.98,-3.18
54.97,0.16,2.12,0.16
55.014,-3.02,2,-0.55
55.059,-9.34,-2.51,0.08
55.104,-0.47,11.3,5.18
55.149,-15.34,9.18,5.37
55.195,-17.02,15.22,6.94
55.24,-14.36,12.98,6
55.285,-10,7.14,2.08
55.33,-4.2,1.1,-1.65
55.375,4,-1.37,-1.37
55.421,-1.77,-1.84,-2.24
55.465,-2.67,2.82,-2.28
55.509,0.51,-1.61,0.27
55.552,0.55,0.24,6.51
55.599,-20.01,13.96,18.99
55.645,-9.61,11.02,18.24
55.691,-16.83,15.26,10.83
55.737,-10.2,13.85,4.94
55.782,-5.77,10.71,4.08
55.827,-1.92,1.8,-2.51
55.872,0.27,-3.49,-3.53
55.916,1.41,-0.35,-1.14
55.96,-2.86,2.59,0.04
56.006,-0.94,-0.43,-0.55
56.05,-9.65,5.61,0.31
56.097,-14.87,17.3,20.01
56.142,-18.12,12.2,9.65
56.188,-14.44,16.75,9.1
56.233,-11.3,9.26,0.94
56.277,-6.32,5.33,0.12
56.321,0.9,0.55,-1.69
56.365,1.26,-2.04,-1.96
56.41,-2.51,0.75,-1.45
56.454,0.39,1.41,-0.35
56.5,-1.61,-1.26,-0.9
56.545,-9.34,8.12,20.01
56.59,-20.01,7.65,19.69
56.635,-7.22,11.61,6.12
56.681,-16.99,15.02,5.26
56.726,-9.81,13.69,4.94
56.77,-5.26,7.14,2.55
56.815,-0.51,-0.16,-2.75
56.86,0.04,-2.47,-3.88
56.903,0.94,3.65,1.8
56.949,-2.55,-0.12,-1.49
56.994,-9.57,-0.24,1.33
57.036,0.78,9.02,6.12
57.083,-18.48,12.36,19.1
57.129,-16.75,10.9,7.02
57.175,-11.41,15.93,7.49
57.221,-13.34,11.92,1.29
57.265,-9.34,10.83,2
57.309,-3.06,4.79,0.94
57.353,0.39,0.71,-0.59
57.398,0.47,-2.47,-0.86
57.442,-2.86,1.53,-1.69
57.486,1.45,0.86,-0.31
57.53,0.63,-1.29,2.47
57.577,-20.01,-0.08,20.01
57.623,-20.01,6.28,16.79745636
58.069,-2.08,20.01,3.45
58.114,-13.81,10.51,2.43
58.16,-16.12,15.61,6.86
58.206,-13.26,12.83,6.51
58.251,-10.79,9.92,2.47
58.295,-6.71,6,1.8
58.338,-2.16,4.86,0.12
58.383,1.29,-0.35,-2.08
58.429,-1.77,-1.1,-3.18
58.474,-0.55,1.77,-0.08
58.52,-1.1,-1.18,-0.94
58.563,0.39,1.45,15.57
58.61,-20.01,20.01,-7.77
58.657,-10.2,12.47,16.24
58.704,-14.98,13.1,10.55
58.75,-11.57,12.08,4.79
58.795,-7.96,11.41,3.77
58.838,-5.88,6.98,1.49
58.883,-2.31,2.31,-1.33
58.929,-0.35,-0.59,-2.28
58.973,0.39,-0.94,0.12
59.017,-2.63,0.2,-0.82
59.062,-5.77,-0.12,0.55
59.106,-8.79,6.71,2
59.153,-13.85,13.34,20.01
59.198,-14.12,7.65,4.24
59.244,-11.61,12.79,5.88
59.289,-11.65,12.67,4.28
59.334,-9.85,14.16,3.88
59.379,-8.36,11.18,2.51
59.423,-5.37,7.69,2.63
59.467,-1.14,1.02,-1.61
59.512,0.2,-1.84,-1.37
59.558,-1.02,-1.61,-1.92
59.602,0.78,3.06,-0.31
59.646,0.63,-1.02,0.24
59.69,-3.65,9.22,20.01
59.737,-20.01,20.01,-9.61
